,mx1,mx2,mx3,mx4,mx5,mx6,mx7,cp1,cp2,ce19,ce37,cu1,cu2,cu3,cu4,cu5,cu7,cu16,cu17,cu18,cu19,cu20,cu21,cu23,cu25,cu29,cu34,cu37,cu38,cu41,cu52,cu53,cu54,cu55,cu56,cu57,cu61,cu64,cu65,cu67,cu68,cu72,cu74,cu75,cu76,cu77,cu78,cu80,cu81,cu82,cu83,cu84,cu85
17082,4.0,0.0,3.0,4.0,0.0,0.0,0.0,39.0,2.0,3.0,1000.0,39.0,34.0,5.0,77698.0,77698.0,645.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,4.0,0.0,2.0,351.0,0.0,0.0,0.0,0.0,1.0,381.0,381.0,-1.0,381.0,1.0,645.0,5.0,0.0,24.0,24.0,6.0,74.0,53.0,1.0,53.0,351.0,77698.0,0.0
16437,12.0,5.0,11.0,4.0,7.0,8.0,8.0,24.0,1.0,14.0,9451.0,14.0,7.0,7.0,16630.0,14709.0,200.0,1.0,3.0,5.0,5.0,5.0,6.0,0.0,5.0,6.0,4.0,2.0,6.0,12.0,3.0,8.0,8.0,8.0,9.0,12.0,12.0,286.0,12.0,2.0,4250.0,1.0,4000.0,13.0,4.0,13.0,6.0,6.0,30.0,6.0,12.0,6234.0,4700.0
22861,3.0,0.0,2.0,3.0,1.0,1.0,1.0,37.0,1.0,8.0,1500.0,4.0,1.0,3.0,83306.0,60376.0,1200.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,28.0,1.0,1.0,1.0,3.0,3.0,5.0,5.0,-1.0,106.0,1.0,1400.0,1.0,0.0,24.0,24.0,0.0,24.0,66.0,0.0,66.0,28.0,60376.0,2020.0
8238,2.0,0.0,1.0,1.0,0.0,0.0,0.0,31.0,1.0,11.0,2000.0,14.0,11.0,3.0,199830.0,0.0,500.0,7.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0,10.0,1.0,1.0,0.0,335.0,0.0,0.0,0.0,0.0,4.0,36.0,36.0,38.0,303.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,0.0,5035.0
22471,5.0,0.0,5.0,5.0,3.0,3.0,4.0,40.0,1.0,20.0,1000.0,11.0,6.0,5.0,21444.0,0.0,1200.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,4.0,5.0,0.0,3.0,21.0,2.0,3.0,4.0,7.0,7.0,11.0,11.0,-1.0,11.0,1.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,13.0,0.0,813.0
16598,8.0,0.0,8.0,6.0,1.0,5.0,7.0,28.0,1.0,10.0,4000.0,37.0,32.0,5.0,14354.0,0.0,500.0,17.0,0.0,2.0,3.0,8.0,15.0,0.0,30.0,27.0,3.0,2.0,5.0,36.0,0.0,4.0,5.0,11.0,19.0,16.0,16.0,27.0,16.0,1.0,5000.0,0.0,4900.0,10.0,0.0,10.0,0.0,0.0,12.0,0.0,36.0,0.0,10042.0
12030,6.0,2.0,6.0,1.0,1.0,2.0,2.0,70.0,2.0,22.0,10000.0,8.0,3.0,5.0,306585.0,248732.0,1000.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,4.0,0.0,40.0,0.0,3.0,3.0,3.0,3.0,9.0,9.0,49.0,9.0,1.0,7000.0,2.0,182524.0,23.0,23.0,0.0,24.0,84.0,4.0,13.0,31.0,248732.0,3928.0
20064,11.0,0.0,5.0,7.0,0.0,0.0,0.0,35.0,2.0,12.0,1000.0,43.0,31.0,12.0,97743.0,104075.0,400.0,28.0,0.0,0.0,0.0,0.0,3.0,0.0,29.0,11.0,11.0,1.0,8.0,198.0,0.0,0.0,0.0,0.0,5.0,24.0,221.0,24.0,24.0,2.0,5500.0,11.0,500.0,93.0,93.0,74.0,317.0,84.0,53.0,84.0,198.0,65034.0,50.0
4975,5.0,1.0,2.0,3.0,2.0,2.0,2.0,40.0,1.0,27.0,2000.0,12.0,8.0,4.0,9273.0,8663.0,312.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,3.0,0.0,1.0,13.0,2.0,2.0,2.0,2.0,2.0,13.0,13.0,-1.0,13.0,2.0,500.0,2.0,0.0,92.0,92.0,1.0,115.0,84.0,6.0,84.0,13.0,513.0,610.0
14460,39.0,0.0,39.0,8.0,13.0,16.0,27.0,41.0,2.0,13.0,6000.0,81.0,57.0,24.0,188628.0,106393.0,184.0,5.0,0.0,7.0,12.0,30.0,52.0,0.0,54.0,43.0,18.0,6.0,11.0,32.0,0.0,7.0,21.0,37.0,68.0,17.0,17.0,40.0,31.0,3.0,43452.0,4.0,122243.0,24.0,11.0,24.0,32.0,41.0,22.0,41.0,32.0,75718.0,30402.0
28002,6.0,3.0,5.0,5.0,5.0,5.0,6.0,29.0,1.0,27.0,5000.0,8.0,5.0,3.0,6763.0,1702.0,400.0,1.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,2.0,0.0,2.0,6.0,4.0,5.0,5.0,6.0,6.0,7.0,7.0,-1.0,7.0,2.0,500.0,2.0,0.0,7.0,7.0,0.0,8.0,1.0,13.0,1.0,6.0,4701.0,521.0
12653,13.0,0.0,8.0,7.0,3.0,5.0,5.0,40.0,2.0,9.0,1000.0,77.0,63.0,14.0,145393.0,87165.0,431.0,55.0,0.0,2.0,2.0,5.0,8.0,0.0,43.0,13.0,10.0,1.0,6.0,37.0,0.0,4.0,6.0,8.0,14.0,11.0,11.0,-1.0,13.0,2.0,23900.0,5.0,3900.0,22.0,22.0,1.0,52.0,84.0,13.0,84.0,37.0,26670.0,3090.0
35454,10.0,2.0,8.0,6.0,0.0,3.0,3.0,37.0,1.0,17.0,2000.0,15.0,6.0,9.0,75273.0,70931.0,350.0,3.0,1.0,2.0,2.0,3.0,3.0,0.0,4.0,3.0,5.0,2.0,5.0,9.0,1.0,3.0,3.0,3.0,3.0,9.0,9.0,3984.0,9.0,2.0,4900.0,6.0,10949.0,56.0,24.0,56.0,126.0,65.0,84.0,65.0,9.0,68168.0,4342.0
12657,20.0,1.0,20.0,16.0,0.0,5.0,7.0,31.0,2.0,15.0,8000.0,135.0,122.0,13.0,79019.0,59620.0,500.0,88.0,2.0,4.0,7.0,17.0,34.0,0.0,118.0,95.0,10.0,1.0,3.0,21.0,2.0,5.0,7.0,21.0,41.0,9.0,9.0,40.0,24.0,3.0,52103.0,9.0,2800.0,22.0,22.0,1.0,63.0,26.0,19.0,26.0,11.0,17943.0,15089.0
30696,21.0,1.0,20.0,8.0,2.0,3.0,4.0,36.0,1.0,7.0,1606.0,23.0,5.0,18.0,858666.0,426514.0,75.0,1.0,0.0,3.0,3.0,3.0,4.0,0.0,3.0,2.0,5.0,11.0,2.0,46.0,1.0,6.0,7.0,8.0,9.0,31.0,33.0,31.0,33.0,3.0,34410.0,8.0,366477.0,24.0,24.0,0.0,179.0,48.0,0.0,40.0,17.0,430697.0,20837.0
32534,4.0,2.0,4.0,3.0,3.0,3.0,3.0,24.0,2.0,4.0,1260.0,11.0,9.0,2.0,1084.0,0.0,550.0,3.0,2.0,2.0,2.0,5.0,6.0,0.0,8.0,6.0,1.0,0.0,1.0,11.0,2.0,3.0,3.0,3.0,3.0,12.0,12.0,-1.0,12.0,1.0,1000.0,0.0,0.0,64.0,0.0,64.0,0.0,0.0,84.0,0.0,11.0,0.0,1084.0
2544,17.0,5.0,16.0,15.0,3.0,7.0,14.0,46.0,1.0,17.0,6000.0,47.0,39.0,8.0,32096.0,0.0,500.0,16.0,1.0,4.0,7.0,19.0,23.0,0.0,38.0,39.0,6.0,2.0,7.0,11.0,2.0,3.0,8.0,19.0,30.0,12.0,12.0,30.0,12.0,2.0,6600.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,21474.0
36177,17.0,0.0,16.0,11.0,1.0,2.0,7.0,35.0,2.0,12.0,1071.0,39.0,25.0,14.0,35712.0,44945.0,400.0,13.0,0.0,2.0,3.0,4.0,12.0,0.0,18.0,20.0,9.0,3.0,11.0,58.0,0.0,1.0,2.0,7.0,18.0,41.0,41.0,46.0,41.0,0.0,0.0,6.0,8600.0,48.0,34.0,48.0,149.0,29.0,84.0,29.0,58.0,21364.0,1617.0
19482,19.0,0.0,12.0,16.0,3.0,3.0,6.0,48.0,2.0,7.0,1000.0,81.0,63.0,18.0,185551.0,80525.0,640.0,52.0,1.0,1.0,2.0,4.0,11.0,1.0,53.0,16.0,15.0,2.0,8.0,29.0,3.0,5.0,7.0,10.0,16.0,7.0,7.0,41.0,21.0,2.0,7882.0,9.0,12000.0,23.0,23.0,19.0,148.0,18.0,13.0,18.0,7.0,95010.0,5511.0
13180,20.0,0.0,16.0,16.0,0.0,0.0,0.0,56.0,1.0,14.0,2700.0,50.0,41.0,9.0,106415.0,2862.0,373.0,13.0,3.0,8.0,12.0,19.0,28.0,0.0,35.0,9.0,4.0,0.0,4.0,304.0,2.0,6.0,10.0,18.0,29.0,8.0,8.0,469.0,11.0,1.0,0.0,4.0,0.0,15.0,15.0,11.0,37.0,13.0,5.0,13.0,24.0,1154.0,4292.0
34372,4.0,2.0,4.0,3.0,4.0,4.0,4.0,29.0,2.0,8.0,2000.0,4.0,2.0,2.0,2163.0,0.0,400.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,7.0,2.0,3.0,4.0,4.0,4.0,20.0,20.0,-1.0,20.0,2.0,2063.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2163.0
4061,13.0,3.0,7.0,10.0,4.0,6.0,7.0,21.0,1.0,12.0,1606.0,15.0,5.0,10.0,16447.0,0.0,208.0,0.0,2.0,2.0,3.0,4.0,5.0,0.0,5.0,4.0,9.0,0.0,8.0,16.0,4.0,6.0,6.0,8.0,13.0,13.0,13.0,-1.0,13.0,2.0,700.0,0.0,0.0,5.0,5.0,5.0,25.0,2.0,2.0,0.0,16.0,0.0,1411.0
32872,25.0,2.0,18.0,11.0,3.0,3.0,8.0,49.0,2.0,4.0,1000.0,41.0,26.0,15.0,282544.0,108318.0,50.0,6.0,1.0,4.0,8.0,15.0,20.0,0.0,25.0,25.0,11.0,2.0,9.0,39.0,0.0,1.0,3.0,10.0,24.0,10.0,10.0,791.0,10.0,4.0,3000.0,13.0,23959.0,57.0,57.0,14.0,291.0,66.0,10.0,66.0,39.0,89531.0,4033.0
11371,8.0,0.0,3.0,2.0,0.0,0.0,0.0,43.0,2.0,3.0,1000.0,35.0,25.0,10.0,289528.0,38419.0,500.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,5.0,0.0,3.0,1111.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,-1.0,956.0,3.0,2438.0,7.0,0.0,92.0,92.0,50.0,197.0,84.0,53.0,84.0,459.0,37093.0,0.0
5100,11.0,0.0,6.0,6.0,1.0,1.0,1.0,60.0,2.0,11.0,1606.0,21.0,14.0,7.0,50072.0,5229.0,496.0,10.0,1.0,2.0,2.0,4.0,4.0,0.0,10.0,7.0,3.0,2.0,2.0,86.0,1.0,2.0,3.0,8.0,9.0,1.0,1.0,36.0,36.0,1.0,20000.0,1.0,2500.0,24.0,4.0,24.0,4.0,13.0,84.0,2.0,19.0,4462.0,4317.0
16772,15.0,4.0,7.0,6.0,5.0,5.0,6.0,30.0,1.0,3.0,4201.0,19.0,8.0,11.0,11730.0,8999.0,300.0,3.0,1.0,3.0,4.0,4.0,5.0,0.0,7.0,7.0,10.0,1.0,9.0,14.0,1.0,4.0,5.0,6.0,7.0,17.0,17.0,432.0,17.0,2.0,2605.0,8.0,6000.0,6.0,6.0,6.0,54.0,84.0,8.0,84.0,14.0,230.0,2731.0
3663,10.0,3.0,8.0,1.0,2.0,2.0,4.0,33.0,1.0,3.0,1606.0,48.0,41.0,7.0,45650.0,5088.0,500.0,25.0,1.0,2.0,3.0,7.0,16.0,0.0,8.0,33.0,2.0,1.0,2.0,47.0,0.0,1.0,2.0,7.0,15.0,14.0,14.0,47.0,22.0,0.0,0.0,4.0,6416.0,37.0,29.0,37.0,47.0,13.0,2.0,13.0,47.0,5072.0,3486.0
24592,5.0,0.0,3.0,2.0,0.0,0.0,0.0,41.0,2.0,7.0,10000.0,53.0,48.0,5.0,470926.0,0.0,227.0,47.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,32.0,2.0,2.0,2.0,304.0,0.0,0.0,1.0,1.0,3.0,32.0,32.0,53.0,53.0,0.0,0.0,0.0,2700.0,5.0,5.0,5.0,5.0,6.0,44.0,0.0,67.0,0.0,9217.0
9113,6.0,0.0,4.0,2.0,0.0,1.0,1.0,37.0,1.0,7.0,1000.0,8.0,2.0,6.0,160746.0,77058.0,2379.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,1.0,31.0,0.0,1.0,1.0,1.0,1.0,24.0,1641.0,31.0,31.0,0.0,0.0,4.0,95300.0,24.0,24.0,0.0,81.0,84.0,19.0,84.0,31.0,78479.0,2379.0
17181,18.0,3.0,13.0,9.0,4.0,4.0,8.0,44.0,1.0,13.0,2000.0,69.0,55.0,14.0,143343.0,92415.0,50.0,36.0,4.0,4.0,4.0,14.0,19.0,0.0,37.0,33.0,9.0,2.0,6.0,25.0,2.0,4.0,4.0,16.0,22.0,20.0,20.0,63.0,20.0,2.0,5900.0,12.0,24007.0,36.0,36.0,36.0,148.0,25.0,8.0,25.0,25.0,48679.0,0.0
26123,12.0,1.0,12.0,5.0,2.0,5.0,6.0,45.0,1.0,18.0,9000.0,15.0,9.0,6.0,34512.0,0.0,2000.0,2.0,3.0,4.0,6.0,6.0,7.0,0.0,6.0,6.0,3.0,1.0,0.0,46.0,2.0,5.0,7.0,9.0,9.0,22.0,22.0,46.0,25.0,2.0,5762.0,0.0,16600.0,7.0,2.0,7.0,3.0,8.0,13.0,0.0,15.0,0.0,9595.0
24516,8.0,0.0,7.0,4.0,4.0,4.0,5.0,25.0,1.0,12.0,2700.0,20.0,14.0,6.0,597454.0,32601.0,400.0,10.0,0.0,1.0,3.0,4.0,4.0,0.0,13.0,14.0,4.0,0.0,2.0,68.0,0.0,1.0,4.0,6.0,6.0,34.0,34.0,627.0,34.0,1.0,3100.0,3.0,0.0,22.0,22.0,15.0,41.0,13.0,84.0,13.0,41.0,29533.0,5463.0
13819,13.0,0.0,9.0,10.0,0.0,0.0,0.0,33.0,1.0,6.0,1071.0,57.0,42.0,15.0,110343.0,100925.0,344.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,36.0,12.0,3.0,6.0,610.0,0.0,0.0,0.0,0.0,0.0,445.0,445.0,476.0,477.0,4.0,16614.0,14.0,20000.0,53.0,53.0,12.0,300.0,84.0,12.0,84.0,415.0,78251.0,0.0
32277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.0,3765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
35127,10.0,4.0,10.0,5.0,3.0,5.0,5.0,54.0,1.0,6.0,1500.0,12.0,5.0,7.0,477073.0,17406.0,693.0,1.0,2.0,3.0,4.0,4.0,4.0,0.0,4.0,5.0,1.0,1.0,5.0,4.0,2.0,4.0,5.0,5.0,5.0,4.0,4.0,1554.0,4.0,1.0,3500.0,6.0,10267.0,24.0,24.0,0.0,59.0,23.0,0.0,23.0,4.0,14311.0,3500.0
31717,9.0,1.0,8.0,4.0,2.0,2.0,3.0,40.0,1.0,12.0,5400.0,33.0,24.0,9.0,116404.0,15548.0,199.0,22.0,0.0,1.0,1.0,2.0,2.0,0.0,14.0,9.0,4.0,1.0,5.0,14.0,2.0,2.0,2.0,4.0,5.0,14.0,14.0,254.0,14.0,1.0,1463.0,4.0,7800.0,83.0,10.0,83.0,27.0,13.0,84.0,13.0,14.0,11757.0,3619.0
25282,11.0,0.0,10.0,4.0,2.0,2.0,4.0,30.0,2.0,17.0,4000.0,12.0,2.0,10.0,232946.0,203161.0,500.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,6.0,2.0,17.0,1.0,1.0,2.0,4.0,4.0,35.0,35.0,43.0,35.0,2.0,20351.0,8.0,112700.0,24.0,24.0,15.0,179.0,84.0,84.0,84.0,17.0,206125.0,908.0
23421,3.0,2.0,3.0,3.0,3.0,3.0,3.0,33.0,1.0,16.0,6000.0,5.0,4.0,1.0,584.0,24106.0,400.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,20.0,2.0,3.0,3.0,3.0,3.0,21.0,21.0,3323.0,21.0,1.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,20.0,0.0,584.0
29092,6.0,0.0,3.0,3.0,0.0,0.0,0.0,61.0,2.0,4.0,1500.0,45.0,40.0,5.0,27751.0,1863.0,1.0,37.0,0.0,0.0,1.0,2.0,3.0,0.0,39.0,4.0,3.0,0.0,1.0,1987.0,0.0,0.0,1.0,2.0,3.0,5.0,5.0,-1.0,2589.0,1.0,1863.0,1.0,0.0,9.0,9.0,1.0,9.0,48.0,15.0,48.0,61.0,1863.0,4032.0
26189,28.0,3.0,26.0,22.0,6.0,7.0,12.0,24.0,1.0,20.0,1850.0,35.0,15.0,20.0,404396.0,3366.0,200.0,3.0,1.0,4.0,6.0,9.0,12.0,0.0,14.0,14.0,15.0,4.0,12.0,9.0,1.0,6.0,10.0,18.0,26.0,9.0,9.0,39.0,9.0,2.0,3505.0,1.0,14600.0,71.0,71.0,0.0,71.0,84.0,0.0,84.0,9.0,99.0,8574.0
11398,5.0,1.0,3.0,4.0,1.0,2.0,4.0,42.0,1.0,20.0,2000.0,10.0,7.0,3.0,6453.0,0.0,300.0,3.0,1.0,1.0,2.0,4.0,4.0,0.0,4.0,6.0,2.0,0.0,1.0,42.0,1.0,2.0,2.0,6.0,6.0,6.0,6.0,-1.0,6.0,1.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,46.0,46.0,0.0,13.0,0.0,463.0
27689,7.0,2.0,7.0,6.0,1.0,3.0,4.0,25.0,1.0,19.0,15000.0,17.0,10.0,7.0,55156.0,0.0,700.0,0.0,2.0,2.0,2.0,5.0,10.0,0.0,10.0,9.0,6.0,1.0,4.0,27.0,1.0,3.0,4.0,7.0,17.0,24.0,24.0,70.0,24.0,0.0,0.0,0.0,13200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,3051.0
35449,6.0,0.0,6.0,4.0,0.0,0.0,0.0,39.0,1.0,3.0,1000.0,26.0,19.0,7.0,96065.0,106188.0,500.0,16.0,0.0,0.0,0.0,2.0,3.0,0.0,16.0,13.0,6.0,1.0,7.0,586.0,0.0,0.0,0.0,0.0,0.0,35.0,344.0,35.0,35.0,4.0,10773.0,6.0,2000.0,20.0,20.0,13.0,80.0,20.0,63.0,20.0,586.0,94452.0,358.0
18520,20.0,7.0,14.0,15.0,0.0,9.0,10.0,62.0,2.0,14.0,8000.0,37.0,26.0,11.0,95721.0,7240.0,400.0,8.0,4.0,7.0,10.0,16.0,18.0,0.0,18.0,14.0,9.0,0.0,3.0,13.0,6.0,10.0,12.0,19.0,20.0,12.0,12.0,-1.0,12.0,4.0,23138.0,2.0,0.0,18.0,18.0,18.0,74.0,17.0,4.0,5.0,5.0,2026.0,23821.0
19944,13.0,0.0,12.0,8.0,2.0,3.0,3.0,25.0,1.0,20.0,8000.0,64.0,52.0,12.0,96662.0,0.0,400.0,37.0,0.0,1.0,2.0,8.0,15.0,0.0,48.0,35.0,7.0,5.0,4.0,17.0,4.0,6.0,7.0,12.0,21.0,17.0,29.0,17.0,17.0,6.0,33239.0,0.0,71850.0,87.0,0.0,87.0,0.0,0.0,11.0,0.0,17.0,0.0,26018.0
19880,13.0,0.0,9.0,8.0,3.0,4.0,5.0,40.0,2.0,20.0,6000.0,49.0,38.0,11.0,52933.0,18183.0,200.0,31.0,0.0,0.0,3.0,3.0,7.0,0.0,36.0,22.0,7.0,1.0,4.0,20.0,1.0,2.0,4.0,6.0,13.0,15.0,15.0,-1.0,20.0,2.0,1145.0,6.0,500.0,22.0,22.0,3.0,40.0,84.0,12.0,84.0,20.0,11147.0,461.0
36559,13.0,1.0,13.0,11.0,3.0,3.0,5.0,30.0,2.0,11.0,8401.0,50.0,45.0,5.0,38725.0,0.0,477.0,10.0,0.0,3.0,8.0,17.0,35.0,0.0,45.0,33.0,3.0,2.0,2.0,54.0,0.0,4.0,7.0,17.0,35.0,36.0,36.0,38.0,38.0,1.0,11800.0,0.0,15589.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,38.0,0.0,35352.0
34241,7.0,1.0,7.0,4.0,4.0,5.0,5.0,39.0,1.0,19.0,15000.0,12.0,5.0,7.0,9600.0,4136.0,168.0,3.0,1.0,1.0,1.0,1.0,2.0,0.0,4.0,3.0,4.0,1.0,6.0,13.0,5.0,5.0,5.0,5.0,6.0,10.0,10.0,52.0,10.0,2.0,4163.0,1.0,600.0,49.0,21.0,49.0,21.0,13.0,3.0,13.0,13.0,4136.0,4873.0
34616,21.0,1.0,21.0,19.0,1.0,2.0,3.0,25.0,1.0,14.0,2000.0,32.0,17.0,15.0,23778.0,0.0,500.0,1.0,0.0,5.0,6.0,12.0,16.0,0.0,16.0,9.0,13.0,2.0,3.0,34.0,0.0,4.0,7.0,15.0,28.0,22.0,22.0,40.0,40.0,1.0,3300.0,0.0,7600.0,5.0,5.0,5.0,5.0,13.0,13.0,0.0,34.0,0.0,10548.0
33291,17.0,0.0,17.0,9.0,8.0,8.0,14.0,44.0,1.0,5.0,1000.0,42.0,33.0,9.0,83526.0,78745.0,100.0,12.0,1.0,3.0,8.0,15.0,21.0,1.0,26.0,26.0,7.0,1.0,0.0,52.0,1.0,5.0,8.0,17.0,25.0,10.0,10.0,1825.0,10.0,2.0,0.0,3.0,14500.0,24.0,24.0,14.0,51.0,13.0,15.0,13.0,21.0,78745.0,453.0
36031,10.0,3.0,10.0,8.0,7.0,7.0,9.0,54.0,1.0,5.0,1000.0,18.0,12.0,6.0,119587.0,0.0,322.0,4.0,1.0,4.0,6.0,7.0,8.0,0.0,7.0,9.0,2.0,3.0,3.0,2.0,1.0,4.0,7.0,10.0,10.0,2.0,2.0,4.0,2.0,1.0,1900.0,0.0,9000.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3152.0
